name,price,locality,region,postal_code,address,latitude,longitude,description,bedrooms,bathrooms,floor_size_sq_ft,uniq_id,scraped_at
"4183 Cosmo St, San Diego, CA 92111",923853.0,San Diego,CA,92111,4183 Cosmo St,32.819786,-117.16565,"This Single Family Residence is located at 4183 Cosmo St, San Diego, Ca. The estimated value of this home is currently priced at 923,853, approximately $560.59 per square foot. This property was originally built in 1958. 4183 Cosmo St is within the school district San Diego Unified School District with nearby schools including Lindbergh Schweitzer Elementary School, Lindbergh Schweitzer Elementary School, and Madison High School.",3,2,1648.0,3bb38bad-9c24-5970-a6f5-5e140b1550af,01/07/2022 18:13:51
"3667 Mariella St, Riverside, CA 92504",566364.0,Riverside,CA,92504,3667 Mariella St,33.941695,-117.403212,"This Single Family Residence is located at 3667 Mariella St, Riverside, Ca. The estimated value of this home is currently priced at 566,364, approximately $391.41 per square foot. This property was originally built in 1946. 3667 Mariella St is within the school district Riverside Unified School District with nearby schools including Madison Elementary School, Madison Elementary School, and Ramona High School.",2,1,1447.0,092608ba-07e1-573c-8dd2-8b0283df193c,01/07/2022 18:13:51
"555 E 8th St, Beaumont, CA 92223",349872.0,Beaumont,CA,92223,555 E 8th St,33.932269,-116.974815,"This Single Family Residence is located at 555 E 8Th St, Beaumont, Ca. The estimated value of this home is currently priced at 349,872, approximately $193.30 per square foot. This property was originally built in 1957. 555 E 8Th St is within the school district Beaumont Unified School District with nearby schools including Palm Elementary School, San Gorgonio Middle School, and Beaumont Senior High School.",4,2,1810.0,7dcf1ea1-f252-5fe3-9e98-fddf83074d5f,01/07/2022 18:13:51
"27 Orange Ave, Colusa, CA 95932",185300.0,Colusa,CA,95932,27 Orange Ave,39.217747,-122.021342,"This Single Family Residence is located at 27 Orange Ave, Colusa, Ca. The estimated value of this home is currently priced at 185,300, approximately $260.99 per square foot. This property was originally built in 1940. 27 Orange Ave is within the school district Colusa Unified School District with nearby schools including James M. Burchfield Primary School, George T. Egling Middle School, and Colusa High School.",1,1,710.0,aef35452-1347-5623-bc1e-3f4cfa271739,01/07/2022 18:13:51
"25993 Blueleaf St, Moreno Valley, CA 92553",706211.0,Moreno Valley,CA,92553,25993 Blueleaf St,33.93034,-117.209257,"This Single Family Residence is located at 25993 Blueleaf St, Moreno Valley, Ca. The estimated value of this home is currently priced at 706,211, approximately $329.24 per square foot. This property was originally built in 1999. 25993 Blueleaf St is within the school district Moreno Valley Unified School District with nearby schools including Butterfield Elementary School, Mountain View Middle School, and Valley View High School.",4,3,2145.0,db17c417-98a4-5a35-b879-953c635c97c5,01/07/2022 18:13:52
"921 Pasadena Ln, Modesto, CA 95350",398560.0,Modesto,CA,95350,921 Pasadena Ln,37.675755,-120.981496,"This Single Family Residence is located at 921 Pasadena Ln, Modesto, Ca. The estimated value of this home is currently priced at 398,560, approximately $358.42 per square foot. This property was originally built in 1962. 921 Pasadena Ln is within the school district Modesto City High School District with nearby schools including Standiford Elementary School, Somerset Middle School, and Fred C. Beyer High School.",3,2,1112.0,4e06b5b0-0b75-5694-bd2f-3b8bf0f35a2c,01/07/2022 18:13:52
"9487 Questa Pointe, San Diego, CA 92126",665988.0,San Diego,CA,92126,9487 Questa Pointe,32.931143,-117.121319,"This Condominium is located at 9487 Questa Pointe, San Diego, Ca. The estimated value of this home is currently priced at 665,988, approximately $541.01 per square foot. 9487 Questa Pointe is within the school district San Diego Unified School District with nearby schools including Hage Elementary School, Wangenheim Middle School, and Mira Mesa High School.",2,2,1231.0,23bbac76-be15-50e3-bfec-91db9b67e0c0,01/07/2022 18:13:53
"320 Beverly Ave, Barstow, CA 92311",232624.0,Barstow,CA,92311,320 Beverly Ave,34.884913,-117.002038,"This Single Family Residence is located at 320 Beverly Ave, Barstow, Ca. The estimated value of this home is currently priced at 232,624, approximately $203.34 per square foot. This property was originally built in 1963. 320 Beverly Ave is within the school district Barstow Unified School District with nearby schools including Montara Elementary School, Barstow Junior High School, and Barstow High School.",4,2,1144.0,afd78275-17c6-5857-b903-6bd11c7b6131,01/07/2022 18:13:53
"5840 Calvine Rd, Sacramento, CA 95823",507384.0,Sacramento,CA,95823,5840 Calvine Rd,38.450774,-121.435387,"This Single Family Residence is located at 5840 Calvine Rd, Sacramento, Ca. The estimated value of this home is currently priced at 507,384, approximately $343.29 per square foot. This property was originally built in 1991. 5840 Calvine Rd is within the school district Elk Grove Unified School District with nearby schools including Barbara Comstock Morse Elementary School, Barbara Comstock Morse Elementary School, and Monterey Trail High School.",4,2,1478.0,3b35e2d2-e4c6-52bf-b2da-546c58470d0f,01/07/2022 18:13:53
"18645 Hatteras St 404, Tarzana, CA 91356",347319.0,Tarzana,CA,91356,18645 Hatteras St 404,34.17793,-118.539888,"This Condominium is located at 18645 Hatteras St 404, Tarzana, Ca. The estimated value of this home is currently priced at 347,319, approximately $574.08 per square foot. This property was originally built in 1973. 18645 Hatteras St 404 is within the school district Los Angeles Unified School District with nearby schools including Tarzana Elementary School, Gaspar De Portola Middle School, and Reseda Senior High School.",1,1,605.0,445b74a2-ae18-5f0d-9943-08c32ca2a0b6,01/07/2022 18:13:53
"198 Melissa Cir, Daly City, CA 94014",1543410.0,Daly City,CA,94014,198 Melissa Cir,37.698377,-122.459043,"This Single Family Residence is located at 198 Melissa Cir, Daly City, Ca. The estimated value of this home is currently priced at 1,543,410, approximately $862.24 per square foot. This property was originally built in 1998. 198 Melissa Cir is within the school district Jefferson Union High School District with nearby schools including John F. Kennedy Elementary School, Thomas R. Pollicita Middle School, and Jefferson High School.",4,3,1790.0,6563363a-b274-55a1-b1f2-90c7edb35cad,01/07/2022 18:13:53
"502 Chablis Way, Manteca, CA 95337",523152.0,Manteca,CA,95337,502 Chablis Way,37.787688,-121.221647,"This Single Family Residence is located at 502 Chablis Way, Manteca, Ca. The estimated value of this home is currently priced at 523,152, approximately $397.83 per square foot. This property was originally built in 1993. 502 Chablis Way is within the school district Manteca Unified School District with nearby schools including Sequoia Elementary School, Sequoia Elementary School, and Manteca High School.",3,2,1315.0,b5ca6920-2350-5849-97a7-bcc66ffd1ff4,01/07/2022 18:13:53
"3663 Katie Lendre Dr, Fallbrook, CA 92028",1109676.0,Fallbrook,CA,92028,3663 Katie Lendre Dr,33.325468,-117.191881,"This Single Family Residence is located at 3663 Katie Lendre Dr, Fallbrook, Ca. The estimated value of this home is currently priced at 1,109,676, approximately $390.04 per square foot. 3663 Katie Lendre Dr is within the school district Bonsall Unified School District with nearby schools including Bonsall Elementary School, Live Oak Elementary School, and Bonsall High School.",4,3,2845.0,0f0f4c77-de5a-505b-a18e-5af21e4cefe2,01/07/2022 18:13:53
"8446 Parkbrook St, San Diego, CA 92114",678915.0,San Diego,CA,92114,8446 Parkbrook St,32.701161,-117.022183,"This Single Family Residence is located at 8446 Parkbrook St, San Diego, Ca. The estimated value of this home is currently priced at 678,915, approximately $389.51 per square foot. 8446 Parkbrook St is within the school district San Diego Unified School District with nearby schools including Freese Elementary School, Bell Middle School, and Morse High School.",5,3,1743.0,bdd955b7-fd65-510b-a13b-d99dd440dcde,01/07/2022 18:13:53
"717 Woodbine Ct, Thousand Oaks, CA 91360",1150160.0,Thousand Oaks,CA,91360,717 Woodbine Ct,34.220775,-118.893673,"This Single Family Residence is located at 717 Woodbine Ct, Thousand Oaks, Ca. The estimated value of this home is currently priced at 1,150,160, approximately $534.96 per square foot. This property was originally built in 1979. 717 Woodbine Ct is within the school district Conejo Valley Unified School District with nearby schools including Wildwood Elementary School, Redwood Middle School, and Thousand Oaks High School.",4,3,2150.0,9b476c80-ccfd-521b-a1ef-5140bd7b2a8b,01/07/2022 18:13:54
"2024 Via Alexandra, Escondido, CA 92026",840164.0,Escondido,CA,92026,2024 Via Alexandra,33.154196,-117.10489,"This Single Family Residence is located at 2024 Via Alexandra, Escondido, Ca. The estimated value of this home is currently priced at 840,164, approximately $419.03 per square foot. This property was originally built in 1988. 2024 Via Alexandra is within the school district Escondido Union High School District with nearby schools including Reidy Creek Elementary School, Rincon Middle School, and Escondido High School.",4,3,2005.0,d40254d4-ec9a-516f-974e-ca84b256119f,01/07/2022 18:13:54
"39380 Vineland St, Cherry Valley, CA 92223",457909.0,Cherry Valley,CA,92223,39380 Vineland St,33.972634,-116.97478,"This Single Family Residence is located at 39380 Vineland St, Cherry Valley, Ca. The estimated value of this home is currently priced at 457,909, approximately $350.62 per square foot. This property was originally built in 1960. 39380 Vineland St is within the school district Beaumont Unified School District with nearby schools including Brookside Elementary School, Mountain View Middle School, and Beaumont Senior High School.",3,1,1306.0,00240a48-e3db-5e22-afa7-6745e0c80ca7,01/07/2022 18:13:54
"1116 Kidd Rd, Windsor, CA 95492",1334928.0,Windsor,CA,95492,1116 Kidd Rd,38.558395,-122.830892,"This Single Family Residence is located at 1116 Kidd Rd, Windsor, Ca. The estimated value of this home is currently priced at 1,334,928, approximately $555.29 per square foot. This property was originally built in 1992. 1116 Kidd Rd is within the school district Windsor Unified School District with nearby schools including Brooks Elementary School, Windsor Middle School, and Windsor High School.",4,3,2404.0,dd2384c5-d602-5400-8bf5-e33e7ff1f196,01/07/2022 18:13:54
"5977 Cougar Ln, Santa Rosa, CA 95409",1498041.0,Santa Rosa,CA,95409,5977 Cougar Ln,38.481029,-122.604613,"This Single Family Residence is located at 5977 Cougar Ln, Santa Rosa, Ca. The estimated value of this home is currently priced at 1,498,041, approximately $452.72 per square foot. This property was originally built in 2000. 5977 Cougar Ln is within the school district Santa Rosa High School District with nearby schools including Sequoia Elementary School, Rincon Valley Charter School, and Maria Carrillo High School.",3,3,3309.0,1d1cdc28-d782-59be-8744-f51e41f34a70,01/07/2022 18:13:54
"4109 Greenbush Ave, Sherman Oaks, CA 91423",3803072.0,Sherman Oaks,CA,91423,4109 Greenbush Ave,34.14436,-118.426377,"This Single Family Residence is located at 4109 Greenbush Ave, Sherman Oaks, Ca. The estimated value of this home is currently priced at 3,803,072, approximately $1,080.42 per square foot. This property was originally built in 1941. 4109 Greenbush Ave is within the school district Los Angeles Unified School District with nearby schools including Dixie Canyon Community Charter, Robert A Millikan Middle School Affiliated Charter And Performing Arts Magnet, and Ulysses S Grant Senior High School.",4,3,3520.0,d264e5a3-7dbd-5230-b58a-24020fd73a63,01/07/2022 18:13:54
"20611 De Forest St, Woodland Hills, CA 91364",1396980.0,Woodland Hills,CA,91364,20611 De Forest St,34.160597,-118.58193,"This Single Family Residence is located at 20611 De Forest St, Woodland Hills, Ca. The estimated value of this home is currently priced at 1,396,980, approximately $732.55 per square foot. This property was originally built in 1956. 20611 De Forest St is within the school district Los Angeles Unified School District with nearby schools including Serrania Avenue Charter For Enriched Studies, Woodland Hills Academy, and William Howard Taft Charter High School.",3,3,1907.0,3b86048c-2a8b-50e6-a312-3e5ca20f11f6,01/07/2022 18:13:55
"1260 Conestoga Way, Norco, CA 92860",1045110.0,Norco,CA,92860,1260 Conestoga Way,33.900884,-117.543382,"This Single Family Residence is located at 1260 Conestoga Way, Norco, Ca. The estimated value of this home is currently priced at 1,045,110, approximately $268.32 per square foot. This property was originally built in 2001. 1260 Conestoga Way is within the school district Corona-Norco Unified School District with nearby schools including Norco Elementary School, Norco Elementary School, and Norco High School.",6,4,3895.0,71d0c0c2-5838-51b3-8d6d-84c1faa4e027,01/07/2022 18:13:55
"5423 Fetlock Ave, Fontana, CA 92336",723534.0,Fontana,CA,92336,5423 Fetlock Ave,34.155649,-117.487399,"This Single Family Residence is located at 5423 Fetlock Ave, Fontana, Ca. The estimated value of this home is currently priced at 723,534, approximately $282.63 per square foot. This property was originally built in 1996. 5423 Fetlock Ave is within the school district Chaffey Joint Union High School District with nearby schools including David W. Long Elementary School, Summit Intermediate School, and Etiwanda High School.",4,2,2560.0,b1eeab0c-7dc0-5262-aa83-708a5c0343a6,01/07/2022 18:13:56
"1427 E Hungerford St, Long Beach, CA 90805",579420.0,Long Beach,CA,90805,1427 E Hungerford St,33.863046,-118.174704,"This Single Family Residence is located at 1427 E Hungerford St, Long Beach, Ca. The estimated value of this home is currently priced at 579,420, approximately $638.13 per square foot. This property was originally built in 1927. 1427 E Hungerford St is within the school district Long Beach Unified School District with nearby schools including Harte Elementary School, Lindbergh Stem Academy, and Jordan High School.",2,1,908.0,9d8b35ba-0d9a-5689-96aa-ce346a9a326d,01/07/2022 18:13:56
"29803 Yorkton Rd, Murrieta, CA 92563",612045.0,Murrieta,CA,92563,29803 Yorkton Rd,33.574581,-117.139632,"This Single Family Residence is located at 29803 Yorkton Rd, Murrieta, Ca. The estimated value of this home is currently priced at 612,045, approximately $220.72 per square foot. This property was originally built in 2001. 29803 Yorkton Rd is within the school district Murrieta Valley Unified School District with nearby schools including Monte Vista Elementary School, Dorothy McElhinney Middle School, and Vista Murrieta High School.",3,3,2773.0,1f4243dd-f18f-5fb2-a7cc-07c5fbf25b93,01/07/2022 18:13:56
"225 Plymouth Ave, Bakersfield, CA 93308",,Bakersfield,CA,93308,225 Plymouth Ave,35.40797,-119.026014,"This Duplex is located at 225 Plymouth Ave, Bakersfield, Ca. This property was originally built in 1934. 225 Plymouth Ave is within the school district Kern High School District with nearby schools including Beardsley Junior High School, Beardsley Junior High School, and North High School.",1,0,630.0,e36af15b-2dfa-573f-b79f-88ebb68ee4ac,01/07/2022 18:13:56
"2693 Nicholas St, Simi Valley, CA 93065",802894.0,Simi Valley,CA,93065,2693 Nicholas St,34.287646,-118.744232,"This Single Family Residence is located at 2693 Nicholas St, Simi Valley, Ca. The estimated value of this home is currently priced at 802,894, approximately $486.01 per square foot. This property was originally built in 1979. 2693 Nicholas St is within the school district Simi Valley Unified School District with nearby schools including Atherwood Elementary School, Sinaloa Middle School, and Simi Valley High School.",3,2,1652.0,c30b0fc0-7465-5941-94cf-e62b4ab60e7a,01/07/2022 18:13:56
"3226 E Saginaw Way, Fresno, CA 93726",245865.0,Fresno,CA,93726,3226 E Saginaw Way,36.788383,-119.770789,"This Single Family Residence is located at 3226 E Saginaw Way, Fresno, Ca. The estimated value of this home is currently priced at 245,865, approximately $194.21 per square foot. 3226 E Saginaw Way is within the school district Fresno Unified School District with nearby schools including Pyle Elementary School, Tioga Middle School, and Hoover High School.",3,1,1266.0,ca31d13d-75d6-5886-8da9-01912f47d896,01/07/2022 18:13:56
"1511 Buena Vista St, Brentwood, CA 94513",823350.0,Brentwood,CA,94513,1511 Buena Vista St,37.937874,-121.725764,"This Single Family Residence is located at 1511 Buena Vista St, Brentwood, Ca. The estimated value of this home is currently priced at 823,350, approximately $370.54 per square foot. This property was originally built in 1999. 1511 Buena Vista St is within the school district Liberty Union High School District with nearby schools including Loma Vista Elementary School, Bristow Middle School, and Heritage High School.",4,3,2222.0,3b80e5a4-bfca-5f72-8e2d-abc8c27d7880,01/07/2022 18:13:56
"7203 San Miguel Ave, Lemon Grove, CA 91945",675853.0,Lemon Grove,CA,91945,7203 San Miguel Ave,32.735061,-117.042697,"This Single Family Residence is located at 7203 San Miguel Ave, Lemon Grove, Ca. The estimated value of this home is currently priced at 675,853, approximately $618.91 per square foot. 7203 San Miguel Ave is within the school district Grossmont Union High School District with nearby schools including San Miguel Elementary School, San Miguel Elementary School, and Helix Charter High School.",2,1,1092.0,67b4e624-5efb-52fb-95ae-c4fcaf39b314,01/07/2022 18:13:56
"3101 Plaza Del Amo 87 87, Torrance, CA 90503",903887.0,Torrance,CA,90503,3101 Plaza Del Amo 87 87,33.828502,-118.34071,"This Condominium is located at 3101 Plaza Del Amo 87 87, Torrance, Ca. The estimated value of this home is currently priced at 903,887, approximately $625.09 per square foot. This property was originally built in 1986. 3101 Plaza Del Amo 87 87 is within the school district Torrance Unified School District with nearby schools including Hickory Elementary School, Madrona Middle School, and Torrance High School.",3,3,1446.0,ea49ee6c-a109-564c-86ab-d33d8e174b24,01/07/2022 18:13:57
"11 Dorian Way, San Rafael, CA 94901",2126992.0,San Rafael,CA,94901,11 Dorian Way,37.979638,-122.490504,"This Single Family Residence is located at 11 Dorian Way, San Rafael, Ca. The estimated value of this home is currently priced at 2,126,992, approximately $833.79 per square foot. This property was originally built in 1965. 11 Dorian Way is within the school district San Rafael City High School District with nearby schools including San Pedro Elementary School, Davidson Middle School, and San Rafael High School.",4,2,2551.0,f028cd10-ad5f-5e8d-a4ed-dbc95f492520,01/07/2022 18:13:57
"401 Walnut St, Petaluma, CA 94952",1089124.0,Petaluma,CA,94952,401 Walnut St,38.237598,-122.648019,"This Single Family Residence is located at 401 Walnut St, Petaluma, Ca. The estimated value of this home is currently priced at 1,089,124, approximately $540.24 per square foot. This property was originally built in 1910. 401 Walnut St is within the school district Petaluma Joint Union High School District with nearby schools including McKinley Elementary School, Petaluma Junior High School, and Petaluma High School.",3,2,2016.0,5f15788d-d386-52ca-a8aa-297364b05da5,01/07/2022 18:13:57
"26388 Neuman Rd, Barstow, CA 92311",,Barstow,CA,92311,26388 Neuman Rd,34.917667,-117.084897,"This Single Family Residence is located at 26388 Neuman Rd, Barstow, Ca. This property was originally built in 1984. 26388 Neuman Rd is within the school district Barstow Unified School District with nearby schools including Lenwood Elementary School, Lenwood Elementary School, and Barstow High School.",2,2,1852.0,67537635-4864-5c67-bcd2-0cc4213e82c4,01/07/2022 18:13:57
"68799 Hermosillo Rd, Cathedral City, CA 92234",588600.0,Cathedral City,CA,92234,68799 Hermosillo Rd,33.833529,-116.46266,"This Single Family Residence is located at 68799 Hermosillo Rd, Cathedral City, Ca. The estimated value of this home is currently priced at 588,600, approximately $284.07 per square foot. This property was originally built in 1990. 68799 Hermosillo Rd is within the school district Palm Springs Unified School District with nearby schools including Landau Elementary School, James Workman Middle School, and Rancho Mirage High School.",4,3,2072.0,1301e3e0-3f73-5f64-8f6b-89c445a38c78,01/07/2022 18:13:57
"1823 Mendoza Dr, Firebaugh, CA 93622",248939.0,Firebaugh,CA,93622,1823 Mendoza Dr,36.867008,-120.458034,"This Single Family Residence is located at 1823 Mendoza Dr, Firebaugh, Ca. The estimated value of this home is currently priced at 248,939, approximately $239.59 per square foot. 1823 Mendoza Dr is within the school district Firebaugh-Las Deltas Joint Unified School District with nearby schools including Arthur E. Mills Intermediate School, Firebaugh Middle School, and Firebaugh High School.",3,2,1039.0,b2b596f2-128a-58c5-a46f-ee90a506f474,01/07/2022 18:13:58
"16195 Laguna St, Victorville, CA 92395",488160.0,Victorville,CA,92395,16195 Laguna St,34.535435,-117.310916,"This Single Family Residence is located at 16195 Laguna St, Victorville, Ca. The estimated value of this home is currently priced at 488,160, approximately $244.69 per square foot. This property was originally built in 1963. 16195 Laguna St is within the school district Victor Valley Union High School District with nearby schools including Del Rey Elementary School, Del Rey Elementary School, and Victor Valley High School.",4,2,1995.0,9c12e717-577f-5931-8d54-de6c14ac6955,01/07/2022 18:13:58
"843 Chilicothe St, South Lake Tahoe, CA 96150",629970.0,South Lake Tahoe,CA,96150,843 Chilicothe St,38.859488,-120.030685,"This Single Family Residence is located at 843 Chilicothe St, South Lake Tahoe, Ca. The estimated value of this home is currently priced at 629,970, approximately $557.99 per square foot. This property was originally built in 1970. 843 Chilicothe St is within the school district Lake Tahoe Unified School District with nearby schools including Tahoe Valley Elementary School, South Tahoe Middle School, and South Tahoe High School.",3,1,1129.0,def643bd-2be8-5a27-90ad-941e2dc970bb,01/07/2022 18:13:58
"6401 Cerulean Ave, Garden Grove, CA 92845",1011792.0,Garden Grove,CA,92845,6401 Cerulean Ave,33.778744,-118.021098,"This Single Family Residence is located at 6401 Cerulean Ave, Garden Grove, Ca. The estimated value of this home is currently priced at 1,011,792, approximately $445.14 per square foot. This property was originally built in 1963. 6401 Cerulean Ave is within the school district Garden Grove Unified School District with nearby schools including Barker Elementary School, Bell Intermediate School, and Pacifica High School.",5,3,2273.0,4585ba01-cc51-5bf7-ab80-f7c672e2aa96,01/07/2022 18:13:59
"1215 Sugarbush Dr, Vista, CA 92084",1364472.0,Vista,CA,92084,1215 Sugarbush Dr,33.189226,-117.190951,"This Single Family Residence is located at 1215 Sugarbush Dr, Vista, Ca. The estimated value of this home is currently priced at 1,364,472, approximately $497.08 per square foot. 1215 Sugarbush Dr is within the school district Vista Unified School District with nearby schools including Hannalei Elementary School, Rancho Minerva Middle School, and Rancho Buena Vista High School.",3,2,2745.0,a4c13d59-4ee2-5da9-b306-c9b5feef945f,01/07/2022 18:13:59
"6107 Callaway Pl, Rancho Cucamonga, CA 91737",713730.0,Rancho Cucamonga,CA,91737,6107 Callaway Pl,34.142824,-117.573129,"This Single Family Residence is located at 6107 Callaway Pl, Rancho Cucamonga, Ca. The estimated value of this home is currently priced at 713,730, approximately $523.26 per square foot. This property was originally built in 1988. 6107 Callaway Pl is within the school district Chaffey Joint Union High School District with nearby schools including Banyan Elementary School, Vineyard Junior High School, and Los Osos High School.",3,2,1364.0,f3e826e2-6048-5ec0-a846-dab95a8127cc,01/07/2022 18:13:59
"148 W D St, Colton, CA 92324",324342.0,Colton,CA,92324,148 W D St,34.072115,-117.324098,"This Single Family Residence is located at 148 W D St, Colton, Ca. The estimated value of this home is currently priced at 324,342, approximately $300.87 per square foot. This property was originally built in 1950. 148 W D St is within the school district Colton Joint Unified School District with nearby schools including Grant Elementary School, Grant Elementary School, and Colton High School.",2,1,1078.0,1f7beb2f-ff28-50ad-80f2-4dcccd3cc176,01/07/2022 18:13:59
"20522 Hudson St, Burney, CA 96013",321480.0,Burney,CA,96013,20522 Hudson St,40.885325,-121.662604,"This Single Family Residence is located at 20522 Hudson St, Burney, Ca. The estimated value of this home is currently priced at 321,480, approximately $249.21 per square foot. This property was originally built in 1977. 20522 Hudson St is within the school district Fall River Joint Unified with nearby schools including Burney Elementary School, Burney Elementary School, and Burney Junior-Senior High School.",3,2,1290.0,601594a5-b8b0-5ee1-bb46-fb656aae6842,01/07/2022 18:13:59
"4799 Lyric Ln, San Jose, CA 95111",977292.0,San Jose,CA,95111,4799 Lyric Ln,37.273559,-121.814443,"This Single Family Residence is located at 4799 Lyric Ln, San Jose, Ca. The estimated value of this home is currently priced at 977,292, approximately $717.02 per square foot. This property was originally built in 1966. 4799 Lyric Ln is within the school district East Side Union High School District with nearby schools including Stipe Elementary School, Davis Intermediate School, and Andrew P. Hill High School.",3,2,1363.0,e6213c64-a9f1-510f-84a6-c9aa1870f292,01/07/2022 18:13:59
"3451 Tea Rose Dr, El Dorado Hills, CA 95762",620268.0,El Dorado Hills,CA,95762,3451 Tea Rose Dr,38.678764,-121.008081,"This Single Family Residence is located at 3451 Tea Rose Dr, El Dorado Hills, Ca. The estimated value of this home is currently priced at 620,268, approximately $435.28 per square foot. This property was originally built in 1995. 3451 Tea Rose Dr is within the school district El Dorado Union High School District with nearby schools including Green Valley Elementary School, Pleasant Grove Middle School, and Ponderosa High School.",3,2,1425.0,31249da1-f0ad-5ef8-b046-e54ef6494d90,01/07/2022 18:13:59
"1209 Mason St, Napa, CA 94558",1121322.0,Napa,CA,94558,1209 Mason St,38.310646,-122.33909,"This Single Family Residence is located at 1209 Mason St, Napa, Ca. The estimated value of this home is currently priced at 1,121,322, approximately $603.19 per square foot. This property was originally built in 1978. 1209 Mason St is within the school district Napa Valley Unified School District with nearby schools including Browns Valley Elementary School, Harvest Magnet Middle School, and Napa High School.",4,2,1859.0,107ed0ad-b20f-5b84-81f7-eb18f59d665e,01/07/2022 18:13:59
"3319 Harvard Dr, Bakersfield, CA 93306",270840.0,Bakersfield,CA,93306,3319 Harvard Dr,35.39829,-118.955679,"This Single Family Residence is located at 3319 Harvard Dr, Bakersfield, Ca. The estimated value of this home is currently priced at 270,840, approximately $205.96 per square foot. This property was originally built in 1961. 3319 Harvard Dr is within the school district Kern High School District with nearby schools including Colonel Howard Nichols Elementary School, Chipman Junior High School, and Highland High School.",4,1,1315.0,5da4af73-b528-57bb-adb4-f94356f86152,01/07/2022 18:14:00
"5652 Linda Rosa Ave, La Jolla, CA 92037",2537810.0,La Jolla,CA,92037,5652 Linda Rosa Ave,32.815951,-117.264686,"This Single Family Residence is located at 5652 Linda Rosa Ave, La Jolla, Ca. The estimated value of this home is currently priced at 2,537,810, approximately $1,052.16 per square foot. This property was originally built in 1961. 5652 Linda Rosa Ave is within the school district San Diego Unified School District with nearby schools including Bird Rock Elementary School, Muirlands Middle School, and La Jolla High School.",3,4,2412.0,3d3eefbf-a277-5396-a496-2aec9f95a26d,01/07/2022 18:14:00
"25784 Delphinium Ave, Moreno Valley, CA 92553",417309.0,Moreno Valley,CA,92553,25784 Delphinium Ave,33.906694,-117.212754,"This Single Family Residence is located at 25784 Delphinium Ave, Moreno Valley, Ca. The estimated value of this home is currently priced at 417,309, approximately $402.03 per square foot. This property was originally built in 1986. 25784 Delphinium Ave is within the school district Moreno Valley Unified School District with nearby schools including Hendrick Ranch Elementary School, Landmark Middle School, and Vista Del Lago High School.",2,2,1038.0,ee8c331e-dd0b-525e-8239-76df569e5390,01/07/2022 18:14:01
"5970 Stone Bridge Rd, Santa Rosa, CA 95409",237440.0,Santa Rosa,CA,95409,5970 Stone Bridge Rd,38.452132,-122.623402,"This Single Family Residence is located at 5970 Stone Bridge Rd, Santa Rosa, Ca. The estimated value of this home is currently priced at 237,440, approximately $107.34 per square foot. This property was originally built in 1989. 5970 Stone Bridge Rd is within the school district Santa Rosa High School District with nearby schools including Austin Creek Elementary School, Rincon Valley Charter School, and Maria Carrillo High School.",2,3,2212.0,e142f708-7227-5231-9bdc-3990214e0211,01/07/2022 18:14:01
"210 Summit Rd, Walnut Creek, CA 94598",1869192.0,Walnut Creek,CA,94598,210 Summit Rd,37.901449,-122.0459,"This Single Family Residence is located at 210 Summit Rd, Walnut Creek, Ca. The estimated value of this home is currently priced at 1,869,192, approximately $781.43 per square foot. This property was originally built in 1947. 210 Summit Rd is within the school district Acalanes Union High School District with nearby schools including Indian Valley Elementary School, Walnutcreek Intermediate School, and Las Lomas High School.",3,3,2392.0,d999735a-cc68-55dc-a300-dd43c838fd41,01/07/2022 18:14:01
"8000 Lesner Ave, Van Nuys, CA 91406",815102.0,Van Nuys,CA,91406,8000 Lesner Ave,34.215866,-118.502958,"This Single Family Residence is located at 8000 Lesner Ave, Van Nuys, Ca. The estimated value of this home is currently priced at 815,102, approximately $688.43 per square foot. This property was originally built in 1952. 8000 Lesner Ave is within the school district Los Angeles Unified School District with nearby schools including Stagg Street Elementary School, Northridge Middle School, and Birmingham Community Charter High School.",2,2,1184.0,917a63de-ed4c-52e1-84e0-5fc80a3b1688,01/07/2022 18:14:01
"11174 Kelowna Rd 27, San Diego, CA 92126",514864.0,San Diego,CA,92126,11174 Kelowna Rd 27,32.925576,-117.141676,"This Condominium is located at 11174 Kelowna Rd 27, San Diego, Ca. The estimated value of this home is currently priced at 514,864, approximately $534.09 per square foot. This property was originally built in 1981. 11174 Kelowna Rd 27 is within the school district San Diego Unified School District with nearby schools including Ericson Elementary School, Wangenheim Middle School, and Mira Mesa High School.",2,2,964.0,c598ec0e-6d3c-5447-91e7-a3964e629f63,01/07/2022 18:14:01
"2020 Holly Ave, Ontario, CA 91762",674601.0,Ontario,CA,91762,2020 Holly Ave,34.036716,-117.660499,"This Single Family Residence is located at 2020 Holly Ave, Ontario, Ca. The estimated value of this home is currently priced at 674,601, approximately $398.70 per square foot. This property was originally built in 1977. 2020 Holly Ave is within the school district Chaffey Joint Union High School District with nearby schools including Haynes Elementary School, Haynes Elementary School, and Ontario High School.",4,2,1692.0,7fc0f980-7b2b-5db4-bf12-80f393925e44,01/07/2022 18:14:01
